concurso,data,bola1,bola2,bola3,bola4,bola5,bola6,bola7,bola8,bola9,bola10,bola11,bola12,bola13,bola14,bola15,ganhadores_15_num,ganhadores_14_num,ganhadores_13_num,ganhadores_12_num,ganhadores_11_num,valor_rateio_15_num,valor_rateio_14_num,valor_rateio_13_num,valor_rateio_12_num,valor_rateio_11_num
611,21/02/2011,13,06,18,04,16,08,02,03,14,09,23,05,21,19,20,2,513,19827,228178,1252332,840371.73,1404.13,12.50,5.00,2.50
612,24/02/2011,09,23,02,15,03,10,25,07,18,01,19,06,17,13,16,3,529,20136,283214,1383199,413013.65,1434.01,12.50,5.00,2.50
613,28/02/2011,02,10,05,13,07,22,06,25,20,23,16,12,11,14,17,1,550,18083,220899,1226595,1732890.56,1350.30,12.50,5.00,2.50
614,03/03/2011,16,01,18,06,22,05,12,09,07,11,20,19,17,23,13,1,425,16100,234811,1334543,1661393.86,1675.36,12.50,5.00,2.50
615,05/03/2011,19,07,11,17,01,08,02,23,04,20,24,22,25,21,12,0,242,9713,116484,624296,0.00,1550.86,12.50,5.00,2.50
616,10/03/2011,09,06,16,15,01,22,02,25,21,18,10,17,24,12,19,2,343,15129,207683,1239087,1419332.30,2452.66,12.50,5.00,2.50
617,14/03/2011,14,03,19,22,24,21,04,02,15,05,25,10,16,07,01,0,327,13164,185941,1177952,0.00,2639.17,12.50,5.00,2.50
618,17/03/2011,02,22,04,12,09,01,20,07,19,06,05,21,24,17,13,6,1435,34894,357814,1689262,641554.45,783.17,12.50,5.00,2.50
619,21/03/2011,19,21,08,17,14,03,01,07,18,09,13,20,25,04,23,6,1203,34886,333691,1516821,197456.25,602.95,12.50,5.00,2.50
620,24/03/2011,10,16,18,21,14,07,06,12,20,01,05,11,15,22,19,3,450,16122,213960,1171772,607601.77,1736.00,12.50,5.00,2.50
621,28/03/2011,03,02,09,25,16,22,05,10,24,08,12,20,15,06,01,3,700,25271,269094,1261576,515408.29,1352.38,12.50,5.00,2.50
622,31/03/2011,03,13,17,05,07,11,10,15,06,09,02,04,21,18,12,5,2177,18926,275820,1304035,291391.81,409.74,12.50,5.00,2.50
623,04/04/2011,02,11,05,15,08,03,20,10,01,04,09,23,25,12,22,2,475,18049,250782,1419371,844970.17,1524.76,12.50,5.00,2.50
624,07/04/2011,24,18,05,07,04,21,02,20,12,11,17,01,09,06,16,6,491,18521,251634,1273538,308089.47,1613.50,12.50,5.00,2.50
625,11/04/2011,03,14,23,16,24,13,06,15,11,02,10,08,17,22,01,3,546,18552,228447,1243048,642873.99,1513.83,12.50,5.00,2.50
626,14/04/2011,09,02,11,07,24,08,19,05,17,13,01,03,23,21,04,5,1355,44982,395051,1581102,148682.17,335.90,12.50,5.00,2.50
627,18/04/2011,23,25,06,10,02,17,01,14,15,03,21,04,22,12,24,4,320,14807,216494,1245786,476485.44,2552.60,12.50,5.00,2.50
628,20/04/2011,19,10,13,07,08,18,02,25,09,04,22,15,03,11,23,4,673,19084,200567,980620,167714.18,610.29,12.50,5.00,2.50
629,25/04/2011,07,21,12,17,25,01,02,14,09,19,06,05,15,22,04,8,1332,31880,290092,1271027,125261.15,460.60,12.50,5.00,2.50
630,28/04/2011,06,22,20,13,02,17,18,07,24,12,01,14,25,04,23,2,638,21857,246268,1306143,782676.15,1502.16,12.50,5.00,2.50
631,02/05/2011,16,02,10,17,09,03,13,18,14,20,07,21,19,08,05,3,450,17567,246877,1322228,619149.60,1769.00,12.50,5.00,2.50
632,05/05/2011,24,10,13,06,16,25,11,21,08,22,17,14,01,20,04,4,762,21365,229826,1156578,506328.00,1139.09,12.50,5.00,2.50
633,09/05/2011,22,02,08,07,12,23,20,24,06,03,25,09,21,10,18,2,388,15770,204945,1230298,1033224.45,2282.53,12.50,5.00,2.50
634,12/05/2011,21,09,15,20,05,22,03,19,12,04,10,18,02,11,14,3,661,22824,226188,1264483,622554.76,1210.93,12.50,5.00,2.50
635,16/05/2011,01,04,11,19,05,08,18,09,24,07,13,06,20,22,12,2,593,19681,253091,1313774,909031.24,1313.95,12.50,5.00,2.50
636,19/05/2011,03,01,04,13,06,21,19,20,25,12,10,16,23,14,02,3,576,18740,229516,1271739,584469.17,1304.62,12.50,5.00,2.50
637,23/05/2011,18,02,09,07,25,19,22,13,06,04,20,23,16,17,21,2,464,17743,224856,1262268,939050.68,1734.70,12.50,5.00,2.50
638,26/05/2011,02,03,18,04,21,24,14,13,19,09,11,01,16,23,25,2,526,21710,236658,1330081,773114.35,1259.83,12.50,5.00,2.50
639,30/05/2011,21,22,12,04,10,08,06,19,02,16,09,20,01,05,24,5,492,19883,262917,1264562,338323.82,1473.54,12.50,5.00,2.50
640,02/06/2011,01,16,09,21,14,03,18,04,22,05,23,20,11,19,13,2,466,19194,261859,1323769,831638.01,1529.69,12.50,5.00,2.50
641,06/06/2011,11,02,18,19,24,16,09,21,22,06,13,03,07,08,20,1,495,20270,239817,1348492,1813203.50,1569.87,12.50,5.00,2.50
642,09/06/2011,18,13,08,10,12,25,02,05,21,20,01,04,11,19,22,4,842,24625,278466,1446550,375056.78,1090.86,12.50,5.00,2.50
643,13/06/2011,24,10,19,08,16,13,02,09,17,07,21,22,04,23,01,3,447,19976,255454,1434460,545294.64,1568.44,12.50,5.00,2.50
644,16/06/2011,12,09,06,21,07,05,18,24,08,13,15,14,03,02,22,2,568,20049,248830,1430441,793104.27,1196.84,12.50,5.00,2.50
645,20/06/2011,25,19,23,21,04,11,16,20,09,22,10,08,13,18,05,4,818,23865,294008,1438491,371838.00,1113.23,12.50,5.00,2.50
646,24/06/2011,01,17,23,06,25,15,05,03,09,21,18,19,14,10,20,0,503,17721,220793,1104937,0.00,1470.50,12.50,5.00,2.50
647,27/06/2011,19,09,14,20,22,18,06,23,04,08,11,07,17,13,25,3,523,19995,253649,1373952,972342.03,1400.36,12.50,5.00,2.50
648,30/06/2011,20,08,09,22,13,19,02,21,06,10,15,16,04,11,18,11,1810,40540,359672,1392519,103892.67,386.56,12.50,5.00,2.50
649,04/07/2011,01,14,02,11,17,24,09,08,06,21,15,04,05,10,22,2,448,17292,224449,1323044,1024655.84,1960.44,12.50,5.00,2.50
650,07/07/2011,16,19,24,01,25,14,13,23,08,03,20,10,21,17,07,7,690,24105,283145,1409638,242743.91,1507.72,12.50,5.00,2.50
651,11/07/2011,13,05,15,10,14,25,18,06,04,20,01,24,08,17,19,6,415,16114,220498,1262606,317201.67,1965.45,12.50,5.00,2.50
652,14/07/2011,17,07,02,21,20,13,19,05,09,16,11,14,10,23,18,8,825,34507,304760,1526942,168907.38,1002.78,12.50,5.00,2.50
653,18/07/2011,16,03,20,01,19,17,22,13,12,23,14,21,07,08,02,5,777,22874,280435,1377295,346044.31,1363.34,12.50,5.00,2.50
654,21/07/2011,25,20,12,13,16,03,07,19,22,17,14,01,02,18,23,2,814,47662,264054,1422803,727610.86,1094.53,12.50,5.00,2.50
655,25/07/2011,20,13,21,19,11,25,05,14,08,02,15,07,24,10,23,1,667,25036,285756,1478659,1579836.12,1450.14,12.50,5.00,2.50
656,28/07/2011,03,18,08,14,15,05,22,09,20,07,25,11,23,02,13,11,1450,34748,327871,1554860,108304.55,503.03,12.50,5.00,2.50
657,01/08/2011,13,25,19,17,08,23,05,15,02,10,04,06,24,12,03,9,1799,34632,329281,1545390,165150.47,505.84,12.50,5.00,2.50
658,04/08/2011,06,04,17,07,23,24,14,25,09,21,11,15,01,05,10,0,494,20320,268288,1405228,0.00,1608.70,12.50,5.00,2.50
659,08/08/2011,23,03,08,12,10,24,06,09,20,01,15,11,04,05,19,6,663,24827,316959,1777295,710540.18,1557.18,12.50,5.00,2.50
660,11/08/2011,17,05,15,16,04,09,03,07,06,12,19,24,14,08,25,0,611,21890,253608,1343439,0.00,1455.24,12.50,5.00,2.50
661,15/08/2011,01,07,20,22,03,15,24,06,23,17,10,19,18,11,12,0,576,20131,269743,1619717,0.00,1979.88,12.50,5.00,2.50
662,18/08/2011,07,14,13,02,08,15,01,09,06,03,19,16,22,11,20,8,741,27285,378957,2273297,1008663.25,1928.08,12.50,5.00,2.50
663,22/08/2011,13,04,21,19,02,06,24,17,09,16,22,05,23,11,07,8,1314,34032,354983,1576910,203431.69,758.29,12.50,5.00,2.50
664,25/08/2011,18,15,01,23,24,20,07,21,13,03,10,16,04,17,14,3,709,23073,266563,1372907,661652.63,1199.85,12.50,5.00,2.50
665,29/08/2011,21,03,13,02,17,07,15,22,24,14,20,06,18,12,25,4,495,18564,244730,1346151,519467.64,1799.03,12.50,5.00,2.50
666,01/09/2011,12,24,11,06,07,14,04,16,01,25,02,18,15,20,21,3,564,18649,233643,1254042,739710.75,1686.27,12.50,5.00,2.50
667,05/09/2011,13,15,10,04,17,25,08,06,24,03,20,19,21,18,05,0,543,28877,289600,1464384,0.00,1411.57,12.50,5.00,2.50
668,08/09/2011,11,25,15,01,13,09,20,24,23,10,17,07,12,16,02,0,1182,24993,315339,1719747,0.00,1087.81,12.50,5.00,2.50
669,13/09/2011,15,16,25,19,02,23,04,05,22,06,18,17,12,13,24,3,1441,31327,422759,2267424,2264469.72,1234.18,12.50,5.00,2.50
670,15/09/2011,01,18,21,20,14,07,25,10,22,15,08,12,23,17,13,1,545,23349,283376,1587363,1869250.25,1469.92,12.50,5.00,2.50
671,19/09/2011,10,09,18,20,08,13,05,19,12,11,07,04,14,22,24,5,627,28972,299696,1626828,365698.86,1249.83,12.50,5.00,2.50
672,22/09/2011,11,21,24,19,04,10,15,01,09,02,06,17,23,12,25,18,1852,40833,376528,1590546,78253.87,465.65,12.50,5.00,2.50
673,26/09/2011,02,17,04,15,10,13,11,09,12,14,20,08,05,19,07,6,935,28361,384735,1602321,264187.73,1037.95,12.50,5.00,2.50
674,29/09/2011,10,03,14,11,23,02,16,22,20,24,18,19,25,15,08,3,466,18545,249044,1424551,677614.26,1869.57,12.50,5.00,2.50
675,03/10/2011,13,07,05,02,11,22,23,15,04,17,24,14,03,10,16,0,447,19841,264790,1484860,0.00,1951.08,12.50,5.00,2.50
676,06/10/2011,25,15,19,24,06,12,21,16,05,08,13,04,10,02,20,27,1898,44001,437502,1926601,152453.75,671.36,12.50,5.00,2.50
677,10/10/2011,16,12,02,19,25,10,06,01,13,07,05,08,15,23,11,4,695,25144,307365,1757520,408645.24,1439.94,12.50,5.00,2.50
678,13/10/2011,23,02,19,18,03,15,20,12,09,05,21,07,10,25,24,7,1029,29255,311672,1534522,201575.83,839.54,12.50,5.00,2.50
679,17/10/2011,22,11,10,17,15,14,20,02,21,13,19,08,12,07,18,3,527,22138,299828,1562572,596431.89,1455.11,12.50,5.00,2.50
680,20/10/2011,03,06,08,09,19,13,21,04,18,12,20,07,22,16,14,6,762,25279,288785,1486849,332843.41,1123.21,12.50,5.00,2.50
681,24/10/2011,04,18,06,14,15,16,23,11,19,02,08,07,03,10,12,11,886,22911,271627,1510086,175599.18,1334.77,12.50,5.00,2.50
682,27/10/2011,04,18,22,24,19,25,14,02,01,17,05,11,08,07,06,5,581,20398,252038,1395487,435993.67,1608.04,12.50,5.00,2.50
683,31/10/2011,08,15,06,12,09,05,01,04,13,23,10,24,02,07,11,3,676,74528,268720,1473755,561489.23,1525.60,12.50,5.00,2.50
684,03/11/2011,04,08,22,25,01,13,24,20,14,21,11,12,05,10,16,2,376,18523,223535,1287269,1055224.81,2405.53,12.50,5.00,2.50
685,07/11/2011,20,22,01,25,15,04,12,23,03,21,09,19,13,17,24,6,909,29982,357321,1747870,261793.80,1057.96,12.50,5.00,2.50
686,10/11/2011,20,01,06,12,03,24,16,04,13,19,07,10,22,25,23,8,791,21521,257178,1439934,283465.87,1228.68,12.50,5.00,2.50
687,14/11/2011,18,19,13,20,23,01,06,03,24,15,12,25,04,02,09,3,872,29302,331938,1627018,531410.14,1119.33,12.50,5.00,2.50
688,17/11/2011,21,23,07,01,04,14,03,19,02,24,09,12,22,16,11,3,679,26413,271125,1403679,615207.40,1164.92,12.50,5.00,2.50
689,21/11/2011,11,23,13,08,17,07,04,24,02,03,12,05,15,22,06,5,608,23905,326171,1736438,324427.21,1143.43,12.50,5.00,2.50
690,24/11/2011,03,15,24,12,20,01,10,14,25,13,09,02,18,19,11,13,1000,27745,289566,1507969,146605.53,1166.86,12.50,5.00,2.50
691,28/11/2011,22,01,20,06,07,17,09,08,23,03,18,11,19,13,02,3,702,26133,336843,1620986,546038.69,1428.67,12.50,5.00,2.50
692,01/12/2011,04,22,17,12,10,11,24,23,18,02,06,19,01,07,21,7,618,21487,290590,1508173,295805.08,1435.95,12.50,5.00,2.50
693,05/12/2011,06,14,17,07,01,04,02,11,09,22,19,03,10,16,21,1,611,25967,282885,1440512,2273428.27,1594.65,12.50,5.00,2.50
694,08/12/2011,03,16,15,11,10,06,21,08,14,01,09,24,19,18,20,2,501,20072,241026,1360830,1116865.64,1910.81,12.50,5.00,2.50
695,12/12/2011,24,22,13,03,05,21,17,18,19,20,04,11,02,25,14,1,351,14624,226964,1483823,2310275.10,2820.85,12.50,5.00,2.50
696,15/12/2011,05,20,15,04,09,07,22,13,24,16,11,21,01,10,14,4,700,23639,285765,1425029,522483.41,1279.56,12.50,5.00,2.50
697,19/12/2011,03,07,24,19,08,01,11,23,22,14,16,15,02,25,18,5,677,27928,263866,1462000,411640.34,1302.94,12.50,5.00,2.50
698,22/12/2011,04,06,12,22,07,21,20,09,15,03,14,24,10,18,02,8,1010,28719,306730,1469014,233535.96,1132.52,12.50,5.00,2.50
699,26/12/2011,22,18,03,08,04,21,19,06,02,25,23,10,09,16,15,1,394,16570,225670,1295966,2135209.04,2322.56,12.50,5.00,2.50
700,29/12/2011,10,21,25,01,22,18,13,02,16,06,07,14,08,19,09,0,397,15486,216236,1356770,0.00,2543.83,12.50,5.00,2.50
701,02/01/2012,17,04,20,21,16,10,19,13,12,03,22,23,25,14,08,3,597,22320,292350,1622356,1553302.57,1653.61,12.50,5.00,2.50
702,05/01/2012,04,14,25,08,23,05,13,03,01,10,02,07,20,06,09,10,1681,23468,284761,1370498,218295.49,795.06,12.50,5.00,2.50
703,09/01/2012,08,24,15,23,02,18,11,21,25,20,17,14,22,05,10,6,746,23555,287923,1552624,337975.15,1164.99,12.50,5.00,2.50
704,12/01/2012,15,17,08,16,11,24,14,22,05,23,02,13,06,03,10,6,2945,34500,300420,1537665,335539.66,418.53,12.50,5.00,2.50
705,16/01/2012,15,21,22,20,12,09,06,14,11,25,07,08,16,03,04,2,337,14407,202239,1261091,1353150.73,3441.67,12.50,5.00,2.50
706,19/01/2012,22,18,21,16,08,01,25,12,19,24,03,13,06,02,04,4,627,23978,281830,1531310,480327.17,1313.27,12.50,5.00,2.50
707,23/01/2012,25,08,11,20,16,07,03,24,17,12,21,15,14,04,06,3,633,37271,213418,1187296,798815.02,1622.51,12.50,5.00,2.50
708,26/01/2012,01,19,14,06,02,16,21,03,24,05,11,25,04,09,22,5,631,18587,253601,1327971,410292.82,1393.34,12.50,5.00,2.50
709,30/01/2012,06,08,20,12,11,07,14,18,03,01,22,15,16,19,23,4,502,18752,258408,1406084,521421.25,1780.61,12.50,5.00,2.50
710,02/02/2012,19,03,17,14,20,25,21,06,04,18,15,12,24,02,22,2,409,22037,276241,1509467,933071.51,1955.44,12.50,5.00,2.50
711,06/02/2012,02,12,18,21,06,04,01,24,10,22,16,05,15,07,13,5,717,22688,255396,1405971,405520.04,1211.96,12.50,5.00,2.50
712,08/02/2012,09,04,20,18,17,16,08,15,22,21,23,12,01,25,14,1,270,9425,125060,726687,1070276.11,1219.69,12.50,5.00,2.50
713,10/02/2012,23,11,22,06,02,13,15,21,25,05,14,03,19,04,24,2,490,33901,231734,1258455,670129.89,1202.29,12.50,5.00,2.50
714,13/02/2012,13,17,07,19,06,10,21,12,15,14,04,11,08,09,22,3,730,15281,225383,1283742,556906.33,1006.00,12.50,5.00,2.50
715,15/02/2012,08,15,24,05,20,18,03,25,13,11,22,01,23,10,14,6,961,28109,296555,1151742,145645.87,399.70,12.50,5.00,2.50
716,17/02/2012,21,23,11,18,07,03,12,16,08,20,14,15,25,01,05,15,2345,39132,318550,1247106,71421.47,200.81,12.50,5.00,2.50
717,22/02/2012,05,09,18,21,23,02,01,14,11,08,07,20,16,03,25,9,1336,47412,238762,1095760,103212.09,305.62,12.50,5.00,2.50
718,24/02/2012,22,19,03,14,04,24,09,13,21,11,23,25,07,15,17,10,1523,42938,374042,1551618,69135.61,199.53,12.50,5.00,2.50
719,27/02/2012,18,11,22,24,10,02,15,16,09,23,13,25,08,07,19,2,493,20869,250657,1300818,691216.89,1232.58,12.50,5.00,2.50
720,01/03/2012,04,09,17,16,12,24,07,23,13,18,10,20,11,25,21,2,246,11285,151789,847742,573407.99,1434.42,12.50,5.00,2.50
721,02/03/2012,05,21,15,14,03,09,12,07,19,10,11,08,04,02,01,2,602,66743,216021,1192772,619707.88,904.98,12.50,5.00,2.50
722,05/03/2012,07,01,23,19,06,08,05,20,03,14,10,17,24,13,16,5,569,21560,228147,1236098,333697.24,1288.92,12.50,5.00,2.50
723,07/03/2012,03,14,09,08,20,11,04,05,07,15,24,02,12,10,18,2,571,19855,316133,1235115,575346.69,885.81,12.50,5.00,2.50
724,09/03/2012,07,06,20,12,23,14,18,10,19,01,25,03,24,15,05,8,786,20495,250020,1301517,186021.50,832.24,12.50,5.00,2.50
725,12/03/2012,05,17,13,01,21,16,15,24,07,06,18,10,09,25,12,1,437,17124,215269,1171154,1721548.46,1212.15,12.50,5.00,2.50
726,14/03/2012,10,16,20,25,21,07,13,11,24,02,15,04,09,01,14,2,616,22517,221979,1118236,692133.56,987.77,12.50,5.00,2.50
727,16/03/2012,25,08,23,03,24,16,11,20,06,21,09,18,22,07,04,2,334,12284,186038,1088773,891124.77,1641.87,12.50,5.00,2.50
728,19/03/2012,13,23,11,07,25,16,06,20,10,19,08,22,21,03,04,2,433,16731,241057,1220737,779365.57,1582.34,12.50,5.00,2.50
729,21/03/2012,10,02,14,12,09,22,06,03,25,15,23,17,01,07,04,0,423,18958,211582,1202030,0.00,1431.36,12.50,5.00,2.50
730,23/03/2012,22,24,21,19,04,01,20,12,18,16,08,11,03,14,25,2,732,26053,300629,1609108,1578295.60,1068.36,12.50,5.00,2.50
731,26/03/2012,04,07,18,08,06,21,24,14,22,17,03,12,15,19,11,8,930,24643,274479,1313279,179014.93,676.88,12.50,5.00,2.50
732,28/03/2012,25,14,01,11,13,24,20,08,23,09,10,04,22,17,21,2,396,16013,196288,1148094,732554.09,1626.27,12.50,5.00,2.50
733,30/03/2012,08,18,11,14,04,22,01,16,24,20,07,05,12,06,19,4,561,21732,260784,1169639,369602.29,1158.37,12.50,5.00,2.50
734,02/04/2012,24,15,02,03,19,20,23,08,09,21,13,17,06,18,10,7,657,24012,266496,1376141,210189.59,984.37,12.50,5.00,2.50
735,04/04/2012,08,20,22,05,11,24,13,21,19,14,12,25,17,10,06,2,438,17967,218084,1212906,767170.70,1539.80,12.50,5.00,2.50
736,07/04/2012,04,10,02,17,13,15,21,09,03,23,08,16,06,19,05,1,468,17577,205306,922208,978883.23,919.39,12.50,5.00,2.50
737,09/04/2012,03,07,18,04,16,25,05,10,22,02,12,06,17,14,08,1,305,13453,174483,917615,1173561.52,1183.92,12.50,5.00,2.50
738,11/04/2012,25,23,13,06,14,11,16,18,09,07,02,24,19,20,12,1,378,14364,203984,1222290,1565780.93,1274.55,12.50,5.00,2.50
739,13/04/2012,11,25,14,02,22,20,08,09,10,17,03,21,04,23,24,4,663,28456,224406,1247457,369285.47,979.32,12.50,5.00,2.50
740,16/04/2012,10,21,11,13,24,09,05,22,04,01,19,12,25,14,23,1,510,18004,241122,1249106,1562051.68,1346.30,12.50,5.00,2.50
741,18/04/2012,18,03,14,12,24,05,21,11,02,07,17,13,10,25,16,2,459,15516,183234,1095199,784337.68,1502.23,12.50,5.00,2.50
742,20/04/2012,23,20,01,07,06,05,14,21,08,11,03,15,13,09,19,4,530,27681,291897,1351826,240842.17,798.97,12.50,5.00,2.50
743,23/04/2012,12,11,03,10,02,24,14,17,01,15,21,06,09,22,23,1,313,12556,161818,932386,1390898.07,1367.31,12.50,5.00,2.50
744,25/04/2012,09,03,04,12,10,13,06,16,11,01,19,23,07,15,24,2,671,19496,214579,1169178,647798.11,848.72,12.50,5.00,2.50
745,27/04/2012,07,01,17,12,16,24,08,09,03,06,11,20,22,25,13,3,383,12891,179734,1067335,552072.11,1330.56,12.50,5.00,2.50
746,30/04/2012,16,18,09,08,25,17,10,24,02,20,21,19,04,03,05,3,288,9774,146479,933453,608351.51,1949.85,12.50,5.00,2.50
747,02/05/2012,24,04,10,23,12,15,07,20,02,13,06,16,17,01,03,0,356,12561,158421,831838,0.00,1467.92,12.50,5.00,2.50
748,04/05/2012,04,18,23,17,09,15,05,06,10,12,21,20,08,03,01,4,740,25464,296034,1556747,793177.97,1178.40,12.50,5.00,2.50
749,07/05/2012,24,02,07,08,18,11,06,22,14,13,01,04,19,15,03,1,518,19696,251235,1304255,1273569.07,1080.71,12.50,5.00,2.50
750,09/05/2012,09,03,02,20,25,04,13,07,10,19,05,21,11,15,24,8,865,29753,319295,1462867,124354.44,505.53,12.50,5.00,2.50
751,11/05/2012,14,17,20,23,13,12,06,03,09,16,22,05,08,19,21,7,681,21114,243402,1237484,224218.85,1013.07,12.50,5.00,2.50
752,14/05/2012,13,06,24,21,19,14,16,08,12,01,25,04,18,07,05,7,627,17679,212417,1164773,239939.68,1177.47,12.50,5.00,2.50
753,16/05/2012,07,03,11,01,22,08,05,13,21,14,06,04,17,25,20,6,491,16741,206295,1171646,249759.54,1341.56,12.50,5.00,2.50
754,18/05/2012,01,19,05,16,04,20,15,18,24,07,23,22,17,13,25,3,345,14150,185786,1158321,553202.70,1480.14,12.50,5.00,2.50
755,21/05/2012,14,24,03,05,25,11,17,02,07,08,13,01,10,16,12,2,470,23827,218721,1260942,748738.55,1400.49,12.50,5.00,2.50
756,23/05/2012,15,17,03,20,14,13,08,25,05,06,10,16,22,07,23,3,535,17736,225949,1167863,439722.22,1083.83,12.50,5.00,2.50
757,25/05/2012,04,10,11,01,21,20,09,14,17,18,03,23,08,13,15,5,836,24379,270512,1333561,221379.88,581.99,12.50,5.00,2.50
758,28/05/2012,15,18,24,04,05,06,17,16,11,02,20,12,01,25,23,3,310,11198,166841,1057956,619738.94,1845.38,12.50,5.00,2.50
759,30/05/2012,20,23,08,16,25,07,05,17,15,18,24,19,02,09,10,2,578,9180,133895,815061,620592.68,943.90,12.50,5.00,2.50
760,01/06/2012,11,24,02,15,09,25,03,12,13,10,07,01,23,16,17,9,3022,24835,283885,1334195,128877.75,168.71,12.50,5.00,2.50
761,04/06/2012,15,11,04,06,01,19,16,13,20,14,12,24,05,10,22,1,368,14167,201097,1150308,1747773.54,1461.35,12.50,5.00,2.50
762,06/06/2012,07,11,21,13,22,02,01,10,17,03,09,12,05,06,14,2,458,15842,257970,1143254,641206.71,1230.78,12.50,5.00,2.50
763,08/06/2012,18,16,21,01,14,25,13,03,06,07,24,04,02,17,22,3,664,12191,154856,906528,440843.15,875.49,12.50,5.00,2.50
764,11/06/2012,25,04,01,08,23,17,19,03,24,09,11,14,06,16,12,16,920,23336,229207,1159177,89744.60,686.05,12.50,5.00,2.50
765,13/06/2012,14,23,13,25,12,01,02,18,03,09,20,10,07,24,08,8,1028,26570,251606,1282968,131136.90,448.58,12.50,5.00,2.50
766,15/06/2012,24,25,12,09,21,15,07,05,16,03,06,14,13,01,18,5,848,26482,243389,1197381,255003.87,660.90,12.50,5.00,2.50
767,18/06/2012,01,11,15,12,05,08,22,24,17,19,23,04,03,07,10,8,1046,26738,270587,1312314,154679.17,520.00,12.50,5.00,2.50
768,20/06/2012,11,03,23,19,25,15,06,12,17,20,14,24,05,01,13,4,416,16825,229876,1241351,271797.29,1148.76,12.50,5.00,2.50
769,22/06/2012,05,11,04,23,22,16,15,25,07,13,17,10,03,19,20,5,805,25035,276476,1207581,203133.29,554.59,12.50,5.00,2.50
770,25/06/2012,17,12,04,24,01,03,18,06,25,11,22,16,05,09,21,4,392,12944,176680,1048056,410675.95,1289.40,12.50,5.00,2.50
771,27/06/2012,20,07,22,25,02,04,06,09,05,23,08,14,17,10,16,1,277,10814,165579,945913,1580159.59,1755.25,12.50,5.00,2.50
772,29/06/2012,16,02,12,20,07,06,09,25,15,08,11,24,10,04,23,1,307,13217,181680,1109285,1541273.58,1544.75,12.50,5.00,2.50
773,02/07/2012,06,18,20,15,08,17,07,10,02,25,22,11,13,24,05,12,1537,31432,271138,1244514,106078.03,364.04,12.50,5.00,2.50
774,04/07/2012,19,11,14,06,01,15,18,12,03,08,22,09,04,05,25,1,549,19467,226579,1268903,1443277.90,1155.56,12.50,5.00,2.50
775,06/07/2012,06,17,12,02,18,10,20,03,16,13,19,08,07,14,09,20,949,30569,200413,1128610,86100.71,797.60,12.50,5.00,2.50
776,09/07/2012,10,24,22,14,02,18,13,04,23,12,01,11,20,03,19,5,487,15451,197709,1092780,259199.43,1169.75,12.50,5.00,2.50
777,11/07/2012,21,15,09,25,02,11,14,12,24,03,06,13,20,23,16,1,323,13366,197717,1232550,1621299.97,1544.46,12.50,5.00,2.50
778,13/07/2012,11,15,20,10,06,09,07,19,24,02,13,25,16,05,22,8,1180,30661,304431,1359966,166892.37,497.35,12.50,5.00,2.50
779,16/07/2012,16,20,19,21,14,23,05,13,08,09,22,12,04,17,11,3,467,19152,199159,1169370,595944.45,1177.95,12.50,5.00,2.50
780,18/07/2012,21,20,15,08,13,17,16,03,19,24,06,07,18,25,10,2,352,14837,195277,1205995,770043.90,1346.23,12.50,5.00,2.50
781,20/07/2012,11,01,02,22,10,25,09,15,04,19,16,08,14,20,17,0,433,15221,199119,1143495,0.00,1198.16,12.50,5.00,2.50
782,23/07/2012,18,13,05,14,20,12,10,17,21,15,19,16,11,09,08,30,2678,39480,237752,1318595,129582.16,361.32,12.50,5.00,2.50
783,25/07/2012,20,16,01,08,19,07,02,05,06,13,24,15,22,11,21,8,597,18700,226078,1155003,199404.50,1174.54,12.50,5.00,2.50
784,27/07/2012,01,12,02,20,23,13,15,04,21,11,03,07,22,18,25,4,428,16514,244421,1283535,356187.70,1463.23,12.50,5.00,2.50
785,30/07/2012,12,11,13,01,17,10,23,15,06,07,04,19,16,21,02,5,805,25273,262315,1282091,292958.89,799.83,12.50,5.00,2.50
786,01/08/2012,21,15,23,24,05,11,08,25,06,10,17,02,04,13,12,5,1064,30112,270687,1324818,239934.51,495.60,12.50,5.00,2.50
787,03/08/2012,08,04,10,12,16,01,05,14,09,20,17,19,13,11,23,6,504,25605,231055,1286003,258719.49,1353.84,12.50,5.00,2.50
788,06/08/2012,03,12,04,11,24,09,01,22,16,21,25,19,23,08,10,5,468,16432,222508,1244582,353183.78,1161.02,12.50,5.00,2.50
789,08/08/2012,18,12,15,03,22,14,08,19,11,02,24,10,21,04,16,7,861,24148,250920,1225938,217608.36,777.65,12.50,5.00,2.50
790,10/08/2012,08,03,07,12,16,10,19,23,18,20,22,13,25,24,06,3,440,19404,254243,1294263,499387.35,1496.66,12.50,5.00,2.50
791,13/08/2012,11,08,01,07,02,23,14,22,03,10,21,25,06,13,05,3,379,14212,216067,1347106,539529.25,1314.06,12.50,5.00,2.50
792,15/08/2012,20,12,25,14,08,19,21,09,02,03,01,23,06,10,18,7,596,19539,236290,1121395,197035.39,1017.21,12.50,5.00,2.50
793,17/08/2012,17,05,20,16,14,23,11,21,02,12,09,04,25,07,18,22,1692,29121,248506,1169150,69011.79,394.42,12.50,5.00,2.50
794,20/08/2012,02,15,14,09,03,23,05,24,04,08,20,01,25,06,11,1,345,14715,194217,1256859,1662575.93,1482.79,12.50,5.00,2.50
